epoch,train/box_loss,train/cls_loss,val/box_loss,val/cls_loss,metrics/mAP50(B)
0,1.2827,2.5,1.2427,2.4,0.001
1,1.2649,2.5,1.2268,2.4,0.001
2,1.2583,2.5,1.222,2.4,0.0043
3,1.2355,2.4775,1.201,2.4,0.0043
4,1.2118,2.4665,1.1791,2.4,0.0067
5,1.1943,2.4336,1.1633,2.3803,0.0077
6,1.1891,2.4224,1.1598,2.3723,0.0038
7,1.1788,2.3778,1.151,2.3307,0.0044
8,1.1512,2.3685,1.125,2.3244,0.0021
9,1.135,2.3345,1.1104,2.2934,0.0023
10,1.1204,2.3071,1.0973,2.2689,0.001
11,1.105,2.2772,1.0834,2.2419,0.001
12,1.0969,2.2486,1.0768,2.2161,0.001
13,1.0667,2.2309,1.048,2.2011,0.0046
14,1.064,2.2117,1.0467,2.1846,0.003
15,1.0573,2.1693,1.0413,2.1448,0.01
16,1.0375,2.1531,1.0228,2.1312,0.0101
17,1.0194,2.1311,1.0059,2.1117,0.0073
18,1.0081,2.1162,0.9959,2.0993,0.0075
19,0.9978,2.0811,0.9868,2.0666,0.0084
20,0.9757,2.0584,0.9659,2.0463,0.0048
21,0.9581,2.0425,0.9494,2.0328,0.005
22,0.9551,2.0445,0.9475,2.037,0.0026
23,0.9428,2.0042,0.9363,1.9989,0.0046
24,0.9233,1.9759,0.9179,1.9728,0.0094
25,0.9161,1.9621,0.9117,1.9611,0.0066
26,0.898,1.9355,0.8947,1.9367,0.0054
27,0.9,1.9236,0.8976,1.9268,0.0058
28,0.8724,1.8948,0.871,1.9,0.0073
29,0.8669,1.8669,0.8665,1.874,0.0107
30,0.858,1.8591,0.8585,1.8682,0.0036
31,0.8433,1.8511,0.8447,1.8621,0.0071
32,0.8313,1.8373,0.8335,1.8501,0.0108
33,0.8355,1.7954,0.8386,1.81,0.0042
34,0.8153,1.7674,0.8192,1.7838,0.0129
35,0.7871,1.7354,0.7917,1.7535,0.0067
36,0.795,1.7333,0.8005,1.7531,0.0116
37,0.7811,1.7157,0.7873,1.7372,0.0103
38,0.7647,1.6994,0.7716,1.7225,0.0115
39,0.746,1.673,0.7536,1.6976,0.0072
40,0.7534,1.6702,0.7617,1.6964,0.0116
41,0.747,1.6396,0.756,1.6673,0.0106
42,0.7229,1.629,0.7326,1.6582,0.0158
43,0.7162,1.6096,0.7265,1.6402,0.0111
44,0.711,1.592,0.7219,1.6241,0.0132
45,0.702,1.5806,0.7135,1.614,0.0129
46,0.6929,1.5458,0.705,1.5805,0.0155
47,0.6841,1.5504,0.6967,1.5864,0.0185
48,0.6696,1.5349,0.6828,1.5723,0.0155
49,0.6642,1.5068,0.6779,1.5454,0.0174
50,0.6525,1.4997,0.6667,1.5395,0.0136
51,0.6512,1.4835,0.666,1.5245,0.0176
