epoch,train/box_loss,train/cls_loss,val/box_loss,val/cls_loss,metrics/mAP50(B)
0,1.2909,2.5,1.25,2.4,0.4
1,1.2743,2.5,1.2362,2.4,0.4
2,1.2633,2.5,1.227,2.4,0.4
3,1.2452,2.5,1.2108,2.4,0.4
4,1.225,2.4808,1.1923,2.4,0.4
5,1.2089,2.4652,1.1778,2.4,0.4
6,1.1981,2.4171,1.1687,2.3669,0.4
7,1.1724,2.3867,1.1447,2.3396,0.4
8,1.162,2.3561,1.1359,2.312,0.4
9,1.1424,2.3563,1.1178,2.3152,0.4
10,1.1268,2.3238,1.1037,2.2857,0.4
11,1.118,2.2928,1.0964,2.2574,0.4
12,1.1015,2.2704,1.0813,2.2378,0.4
13,1.0865,2.2343,1.0677,2.2045,0.4
14,1.0742,2.2384,1.0568,2.2113,0.4
15,1.0533,2.1957,1.0373,2.1712,0.4
16,1.0424,2.1716,1.0276,2.1497,0.4
17,1.0233,2.1529,1.0099,2.1335,0.4
18,1.0127,2.1276,1.0005,2.1107,0.4
19,0.9968,2.1025,0.9858,2.088,0.4
20,0.9845,2.0716,0.9746,2.0595,0.4
21,0.9737,2.0592,0.965,2.0494,0.4
22,0.9536,2.0482,0.9461,2.0407,0.4
23,0.9553,2.0219,0.9489,2.0166,0.4
24,0.9272,2.0022,0.9218,1.9991,0.4
25,0.9137,1.9639,0.9093,1.9629,0.4
26,0.9133,1.9388,0.9099,1.94,0.4
27,0.8993,1.9248,0.897,1.928,0.4
28,0.8866,1.9055,0.8852,1.9108,0.4
29,0.8749,1.8934,0.8744,1.9006,0.4
30,0.8601,1.8509,0.8605,1.86,0.4
31,0.8443,1.8567,0.8456,1.8677,0.4
32,0.8379,1.8235,0.8401,1.8363,0.4
33,0.8231,1.8018,0.8261,1.8164,0.4
34,0.8205,1.7779,0.8243,1.7943,0.4
35,0.8041,1.7537,0.8088,1.7718,0.4
36,0.7902,1.7547,0.7956,1.7745,0.4
37,0.7823,1.7301,0.7885,1.7516,0.4
38,0.7757,1.7008,0.7826,1.7239,0.4
39,0.7607,1.6826,0.7683,1.7073,0.4
40,0.7495,1.6724,0.7578,1.6986,0.4
41,0.745,1.6707,0.754,1.6984,0.4
42,0.7353,1.6378,0.745,1.667,0.4
43,0.7221,1.6105,0.7323,1.6412,0.4
44,0.7129,1.6035,0.7238,1.6356,0.4
45,0.7071,1.5864,0.7186,1.6198,0.4
46,0.6897,1.5503,0.7017,1.5851,0.4
47,0.6809,1.555,0.6935,1.5911,0.4
48,0.6755,1.5373,0.6887,1.5747,0.4
49,0.6693,1.5286,0.6831,1.5672,0.4
50,0.6634,1.5219,0.6776,1.5618,0.4
51,0.6608,1.5004,0.6755,1.5415,0.4
52,0.6494,1.4738,0.6646,1.516,0.4
53,0.6361,1.4517,0.6518,1.4951,0.4
54,0.6287,1.466,0.6449,1.5105,0.4
55,0.6159,1.4309,0.6325,1.4764,0.4
56,0.613,1.4158,0.63,1.4623,0.4
57,0.6039,1.4008,0.6213,1.4484,0.4
58,0.5994,1.3882,0.6172,1.4368,0.4
59,0.5861,1.3712,0.6043,1.4208,0.4
60,0.5855,1.3536,0.6041,1.4042,0.4
61,0.5833,1.3399,0.6022,1.3914,0.4
62,0.5679,1.3302,0.5872,1.3826,0.4
63,0.5634,1.3126,0.5831,1.3658,0.4
64,0.5579,1.2978,0.5779,1.3519,0.4
65,0.5456,1.291,0.5659,1.346,0.4
66,0.542,1.275,0.5626,1.3308,0.4
67,0.5343,1.2761,0.5552,1.3327,0.4
68,0.5282,1.2301,0.5494,1.2874,0.4
69,0.5174,1.2473,0.5388,1.3054,0.4
70,0.515,1.2361,0.5367,1.2949,0.4
71,0.5112,1.1972,0.5331,1.2567,0.4
72,0.5098,1.1988,0.5319,1.259,0.4
73,0.5012,1.1865,0.5237,1.2474,0.4
74,0.5012,1.1663,0.5239,1.2278,0.4
75,0.4807,1.1595,0.5036,1.2217,0.4
76,0.4831,1.1452,0.5062,1.208,0.4
77,0.474,1.1566,0.4972,1.22,0.4
78,0.4784,1.1387,0.5018,1.2027,0.4
79,0.4579,1.1302,0.4815,1.1947,0.4
80,0.4522,1.1147,0.476,1.1798,0.4
81,0.4481,1.0889,0.472,1.1545,0.4
82,0.4351,1.083,0.4592,1.149,0.4
83,0.4379,1.0804,0.4622,1.1469,0.4
84,0.4316,1.0561,0.456,1.1232,0.4
85,0.4311,1.0611,0.4556,1.1287,0.4
86,0.427,1.0432,0.4517,1.1111,0.4
87,0.4298,1.0319,0.4546,1.1003,0.4
88,0.4203,1.0305,0.4452,1.0993,0.4
89,0.4079,1.0184,0.4329,1.0876,0.4
90,0.4016,1.0021,0.4267,1.0717,0.4
91,0.4039,1.0046,0.4291,1.0746,0.4
92,0.3903,0.9771,0.4156,1.0474,0.4
93,0.4016,0.9811,0.4269,1.0518,0.4
94,0.3939,0.9716,0.4193,1.0426,0.4
95,0.3813,0.9551,0.4068,1.0264,0.4
96,0.3707,0.951,0.3964,1.0227,0.4
97,0.3818,0.9294,0.4075,1.0013,0.4
98,0.3703,0.9378,0.3961,1.01,0.4
99,0.373,0.9201,0.3988,0.9926,0.4
100,0.3548,0.9087,0.3806,0.9814,0.4
101,0.3558,0.9126,0.3816,0.9856,0.4
102,0.3549,0.8901,0.3808,0.9633,0.4
103,0.3512,0.876,0.3772,0.9495,0.4
104,0.3449,0.8665,0.3709,0.9402,0.4
105,0.3465,0.8756,0.3725,0.9495,0.4
106,0.3344,0.8524,0.3604,0.9265,0.4
107,0.3354,0.8687,0.3614,0.9429,0.4
108,0.3331,0.83,0.3591,0.9045,0.4
109,0.3315,0.8524,0.3576,0.927,0.4
110,0.329,0.8328,0.3551,0.9075,0.4
111,0.3164,0.8227,0.3425,0.8976,0.4
112,0.311,0.8116,0.3371,0.8866,0.4
113,0.3217,0.8116,0.3478,0.8868,0.4
114,0.3137,0.8008,0.3398,0.876,0.4
115,0.3051,0.8026,0.3311,0.878,0.4
116,0.3134,0.7875,0.3394,0.863,0.4
117,0.3031,0.7807,0.3291,0.8562,0.4
118,0.3053,0.7695,0.3313,0.8452,0.4
119,0.2967,0.765,0.3227,0.8408,0.4
120,0.3037,0.7611,0.3296,0.8369,0.4
121,0.2992,0.7382,0.3251,0.814,0.4
122,0.2863,0.7344,0.3122,0.8103,0.4
123,0.2895,0.7445,0.3154,0.8204,0.4
124,0.285,0.7333,0.3109,0.8093,0.4
125,0.2859,0.724,0.3117,0.8001,0.4
126,0.2715,0.7193,0.2972,0.7953,0.4
127,0.277,0.7156,0.3028,0.7917,0.4
128,0.2762,0.7023,0.3019,0.7783,0.4
129,0.2595,0.6942,0.2852,0.7703,0.4
130,0.2598,0.6959,0.2854,0.772,0.4
131,0.253,0.6805,0.2785,0.7566,0.4
132,0.2593,0.6856,0.2848,0.7617,0.4
133,0.2618,0.6629,0.2873,0.7389,0.4
134,0.2633,0.6789,0.2887,0.755,0.4
135,0.2538,0.6687,0.2791,0.7447,0.4
136,0.2592,0.6613,0.2845,0.7373,0.4
137,0.2418,0.6616,0.267,0.7375,0.4
