epoch,train/box_loss,train/cls_loss,val/box_loss,val/cls_loss,metrics/mAP50(B)
0,1.2909,2.5,1.25,2.4,0.4
1,1.2743,2.5,1.2362,2.4,0.4
2,1.2633,2.5,1.227,2.4,0.4
3,1.2452,2.5,1.2108,2.4,0.4
4,1.225,2.4908,1.1923,2.4,0.4
5,1.2089,2.4752,1.1778,2.4,0.4
6,1.1981,2.4271,1.1687,2.3769,0.4
7,1.1724,2.3967,1.1447,2.3496,0.4
8,1.162,2.3661,1.1359,2.322,0.4
9,1.1424,2.3663,1.1178,2.3252,0.4
10,1.1268,2.3338,1.1037,2.2957,0.4
11,1.118,2.3028,1.0964,2.2674,0.4
12,1.1015,2.2804,1.0813,2.2478,0.4
13,1.0865,2.2443,1.0677,2.2145,0.4
14,1.0742,2.2484,1.0568,2.2213,0.4
15,1.0533,2.2057,1.0373,2.1812,0.4
16,1.0424,2.1816,1.0276,2.1597,0.4
17,1.0233,2.1629,1.0099,2.1435,0.4
18,1.0127,2.1376,1.0005,2.1207,0.4
19,0.9968,2.1125,0.9858,2.098,0.4
20,0.9845,2.0816,0.9746,2.0695,0.4
21,0.9737,2.0692,0.965,2.0594,0.4
22,0.9536,2.0582,0.9461,2.0507,0.4
23,0.9553,2.0319,0.9489,2.0266,0.4
24,0.9272,2.0122,0.9218,2.0091,0.4
25,0.9137,1.9739,0.9093,1.9729,0.4
26,0.9133,1.9488,0.9099,1.95,0.4
27,0.8993,1.9348,0.897,1.938,0.4
28,0.8866,1.9155,0.8852,1.9208,0.4
29,0.8749,1.9034,0.8744,1.9106,0.4
30,0.8601,1.8609,0.8605,1.87,0.4
31,0.8443,1.8667,0.8456,1.8777,0.4
32,0.8379,1.8335,0.8401,1.8463,0.4
33,0.8231,1.8118,0.8261,1.8264,0.4
34,0.8205,1.7879,0.8243,1.8043,0.4
35,0.8041,1.7637,0.8088,1.7818,0.4
36,0.7902,1.7647,0.7956,1.7845,0.4
37,0.7823,1.7401,0.7885,1.7616,0.4
38,0.7757,1.7108,0.7826,1.7339,0.4
39,0.7607,1.6926,0.7683,1.7173,0.4
40,0.7495,1.6824,0.7578,1.7086,0.4
41,0.745,1.6807,0.754,1.7084,0.4
42,0.7353,1.6478,0.745,1.677,0.4
43,0.7221,1.6205,0.7323,1.6512,0.4
44,0.7129,1.6135,0.7238,1.6456,0.4
45,0.7071,1.5964,0.7186,1.6298,0.4
46,0.6897,1.5603,0.7017,1.5951,0.4
47,0.6809,1.565,0.6935,1.6011,0.4
48,0.6755,1.5473,0.6887,1.5847,0.4
49,0.6693,1.5386,0.6831,1.5772,0.4
50,0.6634,1.5319,0.6776,1.5718,0.4
51,0.6608,1.5104,0.6755,1.5515,0.4
52,0.6494,1.4838,0.6646,1.526,0.4
53,0.6361,1.4617,0.6518,1.5051,0.4
54,0.6287,1.476,0.6449,1.5205,0.4
55,0.6159,1.4409,0.6325,1.4864,0.4
56,0.613,1.4258,0.63,1.4723,0.4
57,0.6039,1.4108,0.6213,1.4584,0.4
58,0.5994,1.3982,0.6172,1.4468,0.4
59,0.5861,1.3812,0.6043,1.4308,0.4
60,0.5855,1.3636,0.6041,1.4142,0.4
61,0.5833,1.3499,0.6022,1.4014,0.4
62,0.5679,1.3402,0.5872,1.3926,0.4
63,0.5634,1.3226,0.5831,1.3758,0.4
64,0.5579,1.3078,0.5779,1.3619,0.4
65,0.5456,1.301,0.5659,1.356,0.4
66,0.542,1.285,0.5626,1.3408,0.4
67,0.5343,1.2861,0.5552,1.3427,0.4
68,0.5282,1.2401,0.5494,1.2974,0.4
69,0.5174,1.2573,0.5388,1.3154,0.4
70,0.515,1.2461,0.5367,1.3049,0.4
71,0.5112,1.2072,0.5331,1.2667,0.4
72,0.5098,1.2088,0.5319,1.269,0.4
73,0.5012,1.1965,0.5237,1.2574,0.4
74,0.5012,1.1763,0.5239,1.2378,0.4
75,0.4807,1.1695,0.5036,1.2317,0.4
76,0.4831,1.1552,0.5062,1.218,0.4
77,0.474,1.1666,0.4972,1.23,0.4
78,0.4784,1.1487,0.5018,1.2127,0.4
79,0.4579,1.1402,0.4815,1.2047,0.4
80,0.4522,1.1247,0.476,1.1898,0.4
81,0.4481,1.0989,0.472,1.1645,0.4
82,0.4351,1.093,0.4592,1.159,0.4
83,0.4379,1.0904,0.4622,1.1569,0.4
84,0.4316,1.0661,0.456,1.1332,0.4
85,0.4311,1.0711,0.4556,1.1387,0.4
86,0.427,1.0532,0.4517,1.1211,0.4
87,0.4298,1.0419,0.4546,1.1103,0.4
88,0.4203,1.0405,0.4452,1.1093,0.4
89,0.4079,1.0284,0.4329,1.0976,0.4
90,0.4016,1.0121,0.4267,1.0817,0.4
91,0.4039,1.0146,0.4291,1.0846,0.4
92,0.3903,0.9871,0.4156,1.0574,0.4
93,0.4016,0.9911,0.4269,1.0618,0.4
94,0.3939,0.9816,0.4193,1.0526,0.4
95,0.3813,0.9651,0.4068,1.0364,0.4
96,0.3707,0.961,0.3964,1.0327,0.4
97,0.3818,0.9394,0.4075,1.0113,0.4
98,0.3703,0.9478,0.3961,1.02,0.4
99,0.373,0.9301,0.3988,1.0026,0.4
100,0.3548,0.9187,0.3806,0.9914,0.4
101,0.3558,0.9226,0.3816,0.9956,0.4
102,0.3549,0.9001,0.3808,0.9733,0.4
103,0.3512,0.886,0.3772,0.9595,0.4
104,0.3449,0.8765,0.3709,0.9502,0.4
105,0.3465,0.8856,0.3725,0.9595,0.4
106,0.3344,0.8624,0.3604,0.9365,0.4
107,0.3354,0.8787,0.3614,0.9529,0.4
108,0.3331,0.84,0.3591,0.9145,0.4
109,0.3315,0.8624,0.3576,0.937,0.4
110,0.329,0.8428,0.3551,0.9175,0.4
111,0.3164,0.8327,0.3425,0.9076,0.4
112,0.311,0.8216,0.3371,0.8966,0.4
113,0.3217,0.8216,0.3478,0.8968,0.4
114,0.3137,0.8108,0.3398,0.886,0.4
115,0.3051,0.8126,0.3311,0.888,0.4
116,0.3134,0.7975,0.3394,0.873,0.4
117,0.3031,0.7907,0.3291,0.8662,0.4
118,0.3053,0.7795,0.3313,0.8552,0.4
119,0.2967,0.775,0.3227,0.8508,0.4
120,0.3037,0.7711,0.3296,0.8469,0.4
121,0.2992,0.7482,0.3251,0.824,0.4
122,0.2863,0.7444,0.3122,0.8203,0.4
123,0.2895,0.7545,0.3154,0.8304,0.4
124,0.285,0.7433,0.3109,0.8193,0.4
125,0.2859,0.734,0.3117,0.8101,0.4
126,0.2715,0.7293,0.2972,0.8053,0.4
127,0.277,0.7256,0.3028,0.8017,0.4
128,0.2762,0.7123,0.3019,0.7883,0.4
129,0.2595,0.7042,0.2852,0.7803,0.4
130,0.2598,0.7059,0.2854,0.782,0.4
131,0.253,0.6905,0.2785,0.7666,0.4
132,0.2593,0.6956,0.2848,0.7717,0.4
133,0.2618,0.6729,0.2873,0.7489,0.4
134,0.2633,0.6889,0.2887,0.765,0.4
135,0.2538,0.6787,0.2791,0.7547,0.4
136,0.2592,0.6713,0.2845,0.7473,0.4
137,0.2418,0.6716,0.267,0.7475,0.4
